Stage,NodeId,UnconProb,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
1,28,0.01334,31.4710902402879,24.764347058754833,22.818143690985355,22.35833736073342,24.418244075350323,25.57284856993452,21.42417927719597,31.272563149972942,23.844286184319508,22.597150077033902
1,289,0.00988,24.294269684786716,32.320346563029624,21.56959264305807,23.45792243005526,21.987917104565238,23.131038269232064,29.733112701108904,29.13983141620007,26.07654060898987,23.006802919527413
1,352,0.0138,23.77986939420909,22.145594044917427,21.39471775479904,20.41109394753066,21.895164325182478,27.21194598470351,20.357040078040274,20.82328180166831,25.687304883207556,23.627946381109385
1,10,0.01106,20.257146567673775,21.278801675309552,25.345018613727877,27.332385020555574,22.107031737097824,30.242650768171913,23.988373109016106,20.950564028288717,21.473264029933635,23.064813114809173
1,685,0.01286,21.949056376645398,24.510684790895848,21.398463243150154,23.24283221667553,24.84274025221201,27.03083614555144,20.88367496538535,28.78549455456364,30.654679867343205,23.676479810495223
1,127,0.00826,26.20969583272577,34.86569753382308,28.972053258495883,29.269860489637693,22.519142705843972,25.053625272704608,21.20915856981344,25.12152218610056,25.26127898082097,22.363109278065433
1,649,0.00724,26.589027759653693,28.70773548403928,32.70993522098414,26.238736170725666,28.689723364478503,22.022270457539314,23.686093702288034,30.997024188526904,22.902217341299583,25.631709591080902
1,730,0.00985,22.42484158122457,21.331013493944187,24.71266761635983,21.805587814035338,29.087004204379628,25.99130105999546,23.808363837911916,34.0683778797027,22.751441347101977,22.16503998859554
1,307,0.00859,26.020393394185827,27.301105675198293,22.751523277508312,22.763835401568617,23.416028958858412,27.75044250378069,23.39050167840871,27.369017704956022,32.26262220411615,33.44043416523993
1,46,0.00863,39.53456214263319,24.73442132361571,25.068146778193732,24.147754489050868,22.672828423187443,28.35791280418868,25.061062344091745,25.733782056505454,26.530048083218873,24.388052165553358
1,244,0.01178,22.95559176839056,22.735010007135955,28.668901315429675,25.46369154424043,30.037579986142386,22.28257414717838,29.970272440124972,20.970427208619245,22.67217349186823,22.450483842929767
1,865,0.01011,24.205928398961007,21.83695389047191,23.90265836168594,19.73147966578261,22.035838328361756,29.743784986963192,29.14735394611578,27.943057568109406,27.324510346250193,26.04222294187023
1,577,0.00932,26.44061144046802,23.602426324791214,24.205618675142702,23.53386939974205,27.27706353337333,21.854207653401666,21.16231701537724,20.81383673274352,30.77361668936163,30.91788997158957
1,82,0.0116,23.875140460089106,27.472931001802475,24.387084858020927,28.61481585452437,30.121344175360083,21.8516250503465,21.97898536219329,21.473003274123627,26.506357431466615,21.59162648479121
1,883,0.01182,21.9543262271033,25.281928467139142,23.473421629072032,21.244104375974747,31.009808384215606,22.02224755773728,22.668206092653982,23.69825964456429,20.960409404176385,30.307409549251886
1,523,0.00935,26.29846435227291,23.0171367267165,21.244641233916976,28.93264352031346,32.27747565863087,27.837230713809184,24.617232452742435,22.301088483699274,22.02491219094937,28.181908855666194
1,874,0.00863,21.18536822993043,23.007090186774068,28.649996046542526,26.516366734864786,28.408470263126894,24.88883290192619,28.6830961044595,23.95030761072233,33.268047063865694,27.616652247410112
1,370,0.00984,34.007289315013836,21.899337140659345,23.819319691751076,25.155352054048087,24.387404218297796,23.194999124427817,33.26415340194663,24.216463435462746,23.067594296447332,25.84194135494139
1,154,0.00838,29.443807182600544,31.380300324707264,25.11901178123207,22.87444234035793,27.401624014445655,24.056651624993982,33.443955614394554,22.579538850141915,23.355749648088484,21.812022230034085
1,460,0.00877,32.53284063067602,23.648384222258574,32.88811355609691,28.108218541835683,25.85767202688375,24.183899534697048,23.714368925271874,22.801115017159933,24.01073682675632,22.568640669424624
1,856,0.01008,29.480965321554535,24.144031947289623,31.329110608189247,22.13944302401821,21.586266617413685,23.23617407928812,23.019786278440858,22.454119290308103,31.63102890087662,25.47015839286559
1,235,0.01235,30.05474571579733,23.919303814150688,20.585304942501445,25.21159451980923,23.683772783743052,19.988720083640594,24.665288110564337,22.452893002763194,24.726647715458054,21.474548584634764
1,298,0.0117,28.392737847283172,23.42259594340545,22.63138863866259,20.383566838636643,30.13764262489735,26.021033567587246,22.986879242269225,21.315667203074643,21.556435308955056,22.998096347763155
1,847,0.0085,21.986976020664752,23.022967421288552,26.95350110378048,22.33602152162143,24.979428809518406,32.736857629170956,21.988344971705946,29.745422819562396,22.057157973648415,29.501810576090993
1,784,0.01079,33.32140576911921,31.3064196649722,23.511485596662673,23.13832930781567,23.550468708513748,23.857656297287225,25.132295656352635,23.373574390515653,22.585372473245744,27.74857836513462
1,829,0.01317,24.98189064591789,31.74601571828708,21.44969938909763,21.58962853053155,22.26659389928305,21.092144403106595,23.624197580014357,23.21881997003957,22.01802909314411,21.807260864820428
1,496,0.00834,24.642994777792378,25.69921091914047,40.1776458200566,25.19585952090111,22.061779945172546,25.96796928702847,24.81143994750294,23.904861251988414,24.497654269148857,23.714718434983784
1,775,0.0116,21.318623492540357,27.214425590261847,26.57540240108756,25.919652045331087,24.657421930477597,21.061873761202776,22.000265069000946,28.255066003570093,20.60689799993188,21.05590587106628
1,559,0.00858,22.57375701161038,22.014601381510293,21.278602605852715,21.11131086067372,33.36233775965452,22.469340103643255,25.2614134598661,24.489666309297853,29.952367688432766,26.994988245160847
1,622,0.01281,21.405946558811348,22.727335708626498,21.2530992194414,21.746118000488607,28.957634417754306,21.239355192407416,25.298264257376886,23.57653995279797,23.764413455214935,20.33821811268777
1,136,0.00882,19.74997645783529,24.461854272062798,30.087416637003415,32.8676129045936,22.16789783156299,23.530344934020526,24.847408210791336,25.324775855121906,27.986202710152526,22.532660141154004
1,892,0.01228,23.683253186994705,29.16390333797745,27.546796154160948,19.182465421790805,21.19242089541123,23.789447959812392,23.018617095845716,22.86946123726731,23.36465100786398,26.66599850201644
1,1,0.0111,31.853077905605694,25.460287988522733,23.208288063466895,28.222063809824906,21.84740166080035,25.515348662858354,21.65700641687812,21.358861379878977,20.999071310986068,21.352296391508617
1,541,0.00841,26.83645980670815,21.181720102493554,22.563994909343457,24.40867136652437,22.10113867865863,36.75623560117538,25.88273386622706,22.8249181454697,25.54511785605631,26.9989894393708
1,694,0.00996,26.78560529796006,26.483788275853094,27.920703326965153,30.213680559501586,21.641716518097322,20.662608008172757,27.721242841800443,23.08918568676465,21.38994591886364,25.575179144089237
1,379,0.00868,22.2916413295624,25.919504670345326,30.871386060444834,21.995404624027046,23.019661275262003,23.814798029371662,24.970298552376324,30.470090390225504,22.998642769031513,32.407100743940404
1,532,0.0093,24.318568418602982,23.553888577680855,24.312839709852085,24.900131182437196,24.544461220336494,24.10802357314089,22.831628533165652,26.080143353404615,40.456206054005904,23.9578056236732
1,766,0.01238,23.761448018621433,19.150724406623354,27.869108707516823,25.638080687633813,25.688369177752225,21.03444606422207,20.76178570330534,23.023379892069645,22.026962592261405,24.960627769839437
1,595,0.01443,28.875840608868206,21.82026575437164,26.634475561198823,19.528812795081414,21.332428622309664,21.668682370532053,25.064255308206484,24.49622031419146,22.483095784619117,21.04665851934436
1,613,0.00609,28.646830857690546,26.550486253010163,31.920414246110173,26.73265713660246,25.79768021759543,23.643052461400874,22.51173733174351,24.93679240614346,24.495981688513172,35.93196149388749
1,217,0.00689,28.841904644682515,29.78901290661283,22.962729338057695,21.991730348037617,34.54973844507563,21.28391933207585,24.701317264963993,24.186558458132986,27.758837039679243,22.565608358192673
1,181,0.00871,36.44285415586746,23.01174392554198,24.677700381281994,23.883739006092068,30.398101374450526,23.745508713806956,22.374634586079473,24.321005090836053,27.384017506590606,22.313351925144897
1,190,0.00974,24.7888741249512,24.123648904186517,25.28322869375704,31.77205018943798,23.66518701707262,24.908239350293417,20.530827719894848,22.683483672907705,31.743122665334585,22.9159136498701
1,478,0.00881,24.249287128526788,22.888093830945074,23.743714514641173,23.39464088207627,29.315578121430075,25.29322502432246,32.489832197869674,24.56111571063669,24.287608727829877,33.9719028832054
1,334,0.00701,24.165481169787967,37.00435340065488,22.76063062392574,26.175530322594515,24.58269443120303,24.179165596603845,25.014015533212376,25.404455427262217,33.58949789605946,23.305716917078698
1,109,0.01033,24.23520714556142,22.59748794770597,25.173147324832414,21.389723203089694,23.408917056093927,21.932684347619997,36.360424731166404,26.358042280819863,25.864396992881005,22.325181209580006
1,37,0.00848,23.383998824013037,25.297670175263832,28.887319170227553,21.472212411277855,21.54020133353231,23.56503375002718,26.418221518852075,35.51821225052872,26.263320246225717,21.996899701316433
1,163,0.01086,19.049769453897195,22.644845749178177,26.90656070802012,22.097457413179388,22.633428862530263,20.827047234860313,27.106322269649894,22.86843538935898,21.271151741784745,25.662768347617998
1,325,0.0092,22.519497248875748,22.322215577446297,21.661067488503587,26.835829995507055,33.34682014863113,28.60033897735873,21.751768701463455,22.56574994291478,25.634593942987863,21.033186702259687
1,172,0.00716,26.081707958781834,29.94751374238141,23.756413289452464,24.293473578349825,24.8197073184743,26.449479460255777,24.119636158923427,40.02607256271158,24.380701485378758,23.729900427057125
1,271,0.01028,28.422645376208195,28.018221647252343,21.323120460288617,27.862959714267312,20.979997210601653,27.504577195942698,23.386656681585908,21.380021893655236,30.301885495375902,25.373940765375238
1,712,0.00845,22.833950012826715,27.507901175724122,27.56122533446096,23.04743232946533,36.36981979104125,27.99132493624858,22.672628621423023,25.659409215424933,26.68769476284369,25.246855756042624
1,802,0.00819,27.208248098304352,21.734121818299943,29.908281643444194,30.96847283430482,22.2595985466843,24.06683746556893,22.92990032374087,32.42649501248513,21.303636847814673,22.933846508737314
1,316,0.00678,22.75567055618924,40.48113661726748,26.0655771808025,23.74498633199161,23.083522118698905,26.34837043574076,26.06800474712239,25.364462389770686,22.214254542794734,26.77003315088624
1,208,0.00695,23.857579997659442,22.047022820220523,24.556526607817656,32.709892909120526,33.75182063447654,24.176603806496185,21.504659734774947,28.466344826083425,24.46650369580085,27.646175880701293
1,343,0.00791,23.06861291386081,24.197272110988397,25.25329816568712,23.23961735629061,26.98264475458713,39.539384633603554,24.021898202115278,25.41261771531022,28.30439172898623,22.737715287283738
1,433,0.00915,23.2274064639937,26.67385687555972,22.014849578338534,28.82296854649061,23.892252069642403,22.995692085935165,36.54794895691214,23.28528377218913,21.806239156387285,24.966946073043374
1,451,0.01067,26.220680512223126,25.02974447157136,21.789953186748775,22.695786955442458,22.821469518776205,21.660217067826004,30.620632290329873,23.340852079471215,33.55908907074742,24.906287539700916
1,820,0.00989,24.558341443948308,25.17640383376385,24.29272090948253,40.16660381172243,25.93900360511167,23.882270898722954,25.99274881381191,23.313411926588874,24.330826243740095,25.151523561102913
1,64,0.00913,22.028910749454933,21.773159118812345,22.748318353049804,31.74757099477683,22.69081785688913,29.70080892988762,22.97005776383068,29.48641455034711,22.220345649509067,28.231880525767128
2,191,0.010359999999999994,26.528076589359603,30.22411723731193,23.7970765716953,24.307275847249826,26.23492602178111,27.093816864547666,24.269249848013164,26.815777074499703,29.823582327278352,19.919139954666907
2,461,0.014769999999999997,20.991773597782178,32.82661088149021,23.483680047591232,21.482544253811025,19.759211915190058,29.618661977763477,21.008562369539717,21.057543606051226,20.16912508966821,22.615719824333762
2,65,0.009059999999999993,27.64029826562597,21.967181103479593,22.744394415182352,37.679692091475324,22.617631915708216,24.86706969744163,21.33289348875012,24.756904653590706,35.35746273804259,25.662819401918117
2,389,0.01564999999999999,21.365917614920907,27.504775966989996,20.109240810238028,24.09431311102142,21.617117187072438,20.132905978213213,19.147128128174643,19.05635798759917,24.172570143642858,28.764996330778562
2,875,0.011629999999999993,21.54911425406756,24.73435748596957,25.616548863549838,23.011391326840098,21.323530844586287,44.102217314066166,26.15091652204,25.479151217121487,21.67225440820479,21.993570744717285
2,848,0.00838,21.37932307179796,23.977717316193594,48.492561091878606,22.533388737638482,22.11001378083857,26.463782670392145,23.402548767417276,25.359975525143923,25.03729774209847,25.31540232963931
2,587,0.008629999999999987,27.048473049994044,37.56288736841316,23.19913681433317,23.09905856616423,27.144544436032938,37.08435882722684,23.98343891760537,25.918404637808322,22.595574117212493,22.521033289134056
2,425,0.009369999999999993,23.859003696795885,29.46277174526166,26.56683169866527,40.85970301645325,20.113832968913634,19.220724945569938,22.245334715976476,24.421345595830378,24.83332930943622,23.426703178614382
2,2,0.014369999999999992,25.628244965908365,23.290842904606954,22.085997174077306,22.43115042142153,20.952612451127077,20.931816331940382,22.56904648315381,19.72063949003668,34.68992498278459,18.79490438323803
2,380,0.015669999999999993,19.424533455166387,21.922316910673608,20.51651596689747,20.068718940971728,18.779029499248225,22.103331996713962,19.619803275046333,28.82308621466025,22.583375460151895,21.051213573712754
2,866,0.01121,36.26358824750707,23.84844781772944,19.908133500349546,20.085992483021187,20.473086422865265,27.57124828909945,20.567320997398717,19.67123129194878,27.152617453719856,27.15481414391862
2,47,0.01015,27.011433835667507,21.570402140538807,29.703922910917612,18.97510517696748,22.63850440147679,29.209823368842585,24.022648094224362,20.431110570826743,22.3521710625705,31.021634231496627
2,308,0.005009999999999997,37.72419518304878,24.831328523908358,29.56612204197828,23.572928132009807,22.069945867821275,34.24015380754789,22.630685564470404,24.716651644338828,33.584128693961844,31.245711056050787
2,749,0.009409999999999993,26.922413328270007,22.29571083379893,24.179906698517584,25.94824134236451,28.406683412188553,46.40488974854275,22.874507381515546,22.330833638742703,24.612489444758022,28.84584976656785
2,884,0.009519999999999999,22.887624509120915,23.433767771751107,24.090972794697837,23.67544805461163,22.46719302303953,24.203395870805952,23.467738045371526,24.08258522546472,36.483618737700795,39.99206002090664
2,497,0.00797,25.951425266826668,37.94385997693004,26.485522270164637,23.82713011304354,22.19968174467573,27.98382188483557,25.388311638755336,20.944717281390986,24.24649006501549,36.2782901232042
2,263,0.011279999999999991,23.59571109763581,21.356590531544477,20.2171925397767,20.691957981554694,19.056336084020597,31.17980342398441,34.56685223202,24.11880403786285,22.4314469652547,22.565691786937872
2,857,0.013409999999999998,24.514323220096692,20.34151825121781,32.95798323413021,20.68704796472273,19.344718685945953,27.17040635765991,21.37463425268561,23.71833150000356,29.484542068135973,20.210467507795304
2,254,0.015129999999999992,20.605120278542017,19.964743913854328,21.064330305825838,30.47618602987411,21.955695707881475,30.28191850559527,20.403740663101498,21.354424464526325,25.34182622809471,20.104800359716346
2,245,0.012529999999999994,29.739350959707945,21.33729995703614,23.310400492015756,21.226595896075263,27.690202352606914,34.33323536637138,23.877971479308876,21.70250004946185,20.215054118621385,19.677196775641296
2,344,0.008769999999999991,24.148861417163584,28.15346843498086,22.99564766281091,22.7065878603835,22.914742685994575,37.45558561449749,21.085708621775897,24.905054484483486,38.30253937972995,22.693811815465285
2,614,0.011689999999999996,28.405560509773622,22.650066698360334,29.924998468857297,30.63628036825362,25.253794147386063,27.347118079823332,19.248400183643884,20.93678344179589,20.411490155002383,25.585890890705997
2,29,0.007019999999999995,37.171464144113955,24.38860576639964,24.60666501043743,22.368774338915856,23.74066693769696,29.16510950827828,34.168253909354725,35.29415082284984,23.6306409305942,23.852313601477437
2,893,0.009459999999999991,25.879317032739657,25.919264384400964,23.769255413005737,24.982396336317837,24.521994115559885,24.729821084639084,49.0706237082379,22.79980505702337,23.61796145047571,22.376217052922105
2,317,0.009429999999999996,21.728990119435707,32.35719840905115,23.538152525571206,23.84501279621801,23.38873063930931,25.35103091198407,20.63026601610189,34.225864025831775,23.418602803241257,37.14845793418189
2,686,0.011849999999999998,28.806889815860632,22.904425140169806,21.065699711164438,22.702099161457365,21.851570880613306,34.05329018879333,20.78852253396347,35.28138795057987,21.843183624308708,24.26276941759027
2,56,0.013599999999999998,21.7552602437557,27.375358848218692,19.230309028984617,20.079490317886094,20.573539406927818,18.951903404091894,29.615340491823,20.45079140250182,21.214050861419306,21.79519190549084
2,740,0.01005999999999999,21.16956482708278,32.34738730526636,21.48038472063743,34.739636152675644,24.071728766651344,31.789311429409345,24.62427935340317,22.667753724082527,22.63951050419545,24.15686617338182
2,668,0.010759999999999995,21.091328795147238,24.4533839002543,21.149892406496246,27.337208708009893,24.517918737473586,26.196076141614334,32.87091489017887,17.619493841403816,23.062628219747236,25.710051519717627
2,515,0.009509999999999998,24.03348128224866,18.77773436782709,20.37816471724896,19.540894051242308,34.507897886220256,28.077145314523246,21.789810118488315,24.679310181008614,27.523852472697108,28.81262747465763
2,407,0.013269999999999997,19.132175974791323,20.9194546665496,19.78313207905886,23.323088924868102,24.9655420343443,27.789108319635698,24.627347932474215,21.881545351007933,19.929477653041506,33.967537986544166
2,335,0.01073999999999999,35.47060865645094,35.161155386686026,21.449022420406656,23.39117971954685,22.24993119330018,21.315920168460032,21.108217011373405,25.741854698905446,20.698513355252143,25.96989713660238
2,236,0.010919999999999992,32.66540906412486,24.259633273663475,19.28717042587313,32.17411762608124,25.565279396858266,20.77043052123173,20.154171923513573,21.294086139918875,24.39635027894555,20.52469388438832
2,281,0.011760000000000001,21.86523097067725,29.228959040743995,22.990406275585574,27.110828570370497,20.899418416839453,24.98402677591072,26.949390334280487,36.7844190619166,20.789543316005364,21.366647741225496
2,713,0.008869999999999998,26.260211681197266,30.381221299483045,19.891952027389667,21.509858445995242,32.61750632099795,20.330164873625915,26.560899482227455,22.509696107214122,25.010729381276075,33.742764907749546
2,200,0.0068499999999999985,23.77558009382943,31.85592180322937,27.396235314149806,19.60174850655438,35.681062706295876,25.980836229492336,24.99953409804194,31.148523231743663,20.031061387049174,27.85280620662818
2,641,0.013309999999999994,18.952937009294104,22.586102311512263,19.990922984963216,18.19713326347557,25.849305521512388,28.99527023723855,24.621333309235037,22.991539042159488,27.30502753090993,21.6051945842085
2,506,0.010969999999999994,22.96443525232284,25.468798267538354,33.707526008327704,18.95179607754351,21.3849631877159,18.682415167147813,25.40164025301649,20.691466739801122,19.786214102523786,26.842614493622808
2,551,0.004470000000000001,27.74932788528382,38.31497256812289,24.983555690786854,39.80530923663298,33.2284656606638,23.854777242469748,25.23768815916543,23.245392225566093,29.020239439227336,26.49666158365903
2,605,0.008009999999999998,22.721233063803282,43.49018720554757,23.40433177679071,22.043140913379073,21.249656303947148,22.60269590619949,32.992001406400746,26.274018014697166,24.411179268157223,24.23765690134416
2,488,0.011369999999999996,20.35403910214579,20.268118292884242,24.076045533443953,27.187740762170083,19.051744519989917,23.29367113539292,33.283848889477326,21.073160179234737,18.3765395103353,21.814865042540777
2,812,0.010799999999999997,26.52018022987571,21.87469400962546,23.67843315592918,23.12127495737522,20.74620937820159,21.951562049694065,20.379426882669136,24.26536482820973,20.660822472744872,39.4583069269703
2,362,0.009819999999999992,27.772916286055683,27.46158982862305,24.491742992117437,24.95608249608833,18.970622350869526,21.95617714188341,32.811428774082316,20.836932518608794,32.68730533886128,27.266669786451267
2,20,0.006419999999999997,23.14045223048948,22.148296331445113,24.194289107105526,37.73652393177545,21.69958446298249,38.54387548986864,30.757145788391096,22.998816101100882,27.650607080377192,22.53710901358535
2,542,0.008199999999999994,20.13407078304754,20.5947105465942,23.24011322480402,21.81545663936618,22.57527015708633,34.27301389368729,31.06463098599044,27.305133328461466,34.311729458595025,26.870442963337364
2,839,0.009349999999999994,18.48844069774325,28.7187970610447,33.42501858924213,22.195856666743225,25.676343330046116,25.87353458395037,22.351886230545986,18.58839777670275,28.92102335317213,25.43018075964495
2,632,0.01248,26.91096831054423,30.107452214237053,25.08101436066205,22.206351854370226,18.9840893816467,20.757556159381885,20.94562395974578,25.379078172063817,20.99648104419605,17.926056852779812
2,524,0.016329999999999997,21.333664993161104,21.005036057004517,22.803013352335732,20.847062187117913,24.194832809036782,22.714031045429678,19.35650262499089,17.73487486535149,20.15599720400973,20.025103840836096
2,11,0.011799999999999996,21.62700520856317,18.6050255974809,25.816370666095157,24.795171455661578,19.26576232333141,28.60432570455107,19.694259432497542,25.99987677138963,19.76072387126235,27.201907531195516
2,434,0.009809999999999996,37.15351665848133,24.864295328108952,23.274002823701196,35.791365075568486,23.360688673986616,26.545103855635055,29.37411330816971,24.77337291952718,21.44348232222975,24.0949868132135
2,443,0.007349999999999995,25.106593747194108,22.5213626216534,38.84790834151645,24.34594881770676,23.584299822153888,25.194804858948515,39.94842553336631,27.511773060355072,25.619798735480742,22.277675755955865
2,209,0.0063500000000000015,23.634552902889038,22.715215431531433,25.480674432734027,51.56089112643279,22.695749209467575,25.72605887686848,24.733169398987695,26.142705064859154,22.30384198615511,24.60192752651811
2,353,0.012269999999999993,19.34056119125601,36.27725606879686,21.727486121012188,20.871501972654848,23.45822004070942,21.208898240801147,22.3414617018186,23.584478853892964,29.72250564019279,23.252583962001953
