NodeId,NodeId,TransProb,PostProb
199,200,0.013729977116704805,0.017518248175182483
199,893,0.02745995423340961,0.025369978858350975
199,488,0.016018306636155607,0.012313104661389625
199,794,0.012585812356979404,0.012415349887133184
199,497,0.02517162471395881,0.027603513174404015
199,92,0.005720823798627002,0.006265664160401004
199,731,0.04462242562929062,0.04153354632587861
199,245,0.008009153318077803,0.005586592178770952
199,83,0.014874141876430207,0.014508928571428577
199,668,0.012585812356979404,0.01022304832713755
199,812,0.002288329519450801,0.0018518518518518521
199,155,0.004576659038901602,0.00428265524625268
199,254,0.004576659038901602,0.0026437541308658307
199,137,0.004576659038901602,0.004119464469618952
199,290,0.008009153318077803,0.012089810017271158
199,542,0.019450800915331808,0.020731707317073186
199,317,0.012585812356979404,0.011664899257688233
199,146,0.014874141876430207,0.01587301587301588
199,128,0.005720823798627002,0.004016064257028114
199,623,0.0011441647597254005,7.423904974016333E-4
199,209,0.002288329519450801,0.0031496062992125975
199,470,0.028604118993135013,0.04091653027823242
199,506,0.003432494279176201,0.002734731084776665
199,803,0.004576659038901602,0.005201560468140444
199,785,0.006864988558352402,0.006349206349206352
199,335,0.002288329519450801,0.0018621973929236516
199,434,0.005720823798627002,0.005096839959225282
199,857,0.009153318077803204,0.0059656972408650265
199,461,0.017162471395881007,0.01015572105619499
199,605,0.021739130434782608,0.023720349563046195
199,704,0.002288329519450801,0.0013422818791946308
199,227,0.004576659038901602,0.005235602094240843
199,344,0.02517162471395881,0.025085518814139132
199,65,0.003432494279176201,0.0033112582781456975
199,47,0.013729977116704805,0.011822660098522167
199,281,0.014874141876430207,0.011054421768707481
199,371,0.012585812356979404,0.020000000000000007
199,677,0.0011441647597254005,7.936507936507942E-4
199,326,0.008009153318077803,0.006523765144454802
199,173,0.003432494279176201,0.002724795640326976
199,560,0.006864988558352402,0.007281553398058251
199,641,0.005720823798627002,0.00375657400450789
199,515,0.0011441647597254005,0.0010515247108307047
199,767,0.008009153318077803,0.00689655172413793
199,416,0.004576659038901602,0.004241781548250266
199,569,0.002288329519450801,0.0019342359767891694
199,362,0.013729977116704805,0.012219959266802452
199,425,0.002288329519450801,0.0021344717182497346
199,74,0.005720823798627002,0.00783699059561129
199,119,0.005720823798627002,0.0071530758226037204
199,632,0.002288329519450801,0.0016025641025641025
199,695,0.002288329519450801,0.0017777777777777776
199,821,0.004576659038901602,0.003748828491096535
199,353,0.0011441647597254005,8.149959250203753E-4
199,389,0.0011441647597254005,6.38977635782748E-4
199,551,0.003432494279176201,0.0067114093959731525
199,236,0.002288329519450801,0.0018315018315018326
199,578,0.0011441647597254005,0.0013245033112582788
199,110,0.004576659038901602,0.003212851405622491
199,101,0.0011441647597254005,0.001364256480218282
199,524,0.0011441647597254005,6.12369871402327E-4
199,182,0.0011441647597254005,0.0013262599469496031
199,614,0.002288329519450801,0.0017108639863130887
199,11,0.0011441647597254005,8.474576271186443E-4
199,866,0.0011441647597254005,8.920606601248884E-4
199,398,0.0011441647597254005,7.299270072992701E-4
199,38,0.002288329519450801,0.0019305019305019314
199,380,0.0011441647597254005,6.381620931716659E-4
199,479,0.0011441647597254005,0.0015974440894568696
199,884,0.002288329519450801,0.0021008403361344537
199,659,0.0011441647597254005,0.0011792452830188683
586,335,0.0215311004784689,0.016759776536312866
586,524,0.019138755980861243,0.009797917942437232
586,623,0.0023923444976076554,0.0014847809948032667
586,461,0.0861244019138756,0.04874746106973596
586,218,0.005980861244019139,0.007716049382716057
586,875,0.03827751196172249,0.027515047291487547
586,731,0.007177033492822967,0.006389776357827478
586,848,0.017942583732057416,0.01789976133651551
586,551,0.004784688995215311,0.008948545861297537
586,587,0.11004784688995216,0.10660486674391674
586,191,0.034688995215311005,0.02799227799227801
586,326,0.03588516746411483,0.027958993476234865
586,497,0.02631578947368421,0.027603513174404015
586,353,0.023923444976076555,0.016299918500407507
586,119,0.01076555023923445,0.012875536480686697
586,605,0.017942583732057416,0.01872659176029963
586,164,0.022727272727272728,0.015573770491803281
586,290,0.005980861244019139,0.008635578583765112
586,668,0.005980861244019139,0.004646840148698887
586,344,0.029904306220095694,0.028506271379703563
586,839,0.03588516746411483,0.03208556149732622
586,83,0.022727272727272728,0.02120535714285715
586,272,0.005980861244019139,0.008264462809917354
586,686,0.019138755980861243,0.013502109704641352
586,830,0.041866028708133975,0.050432276657060585
586,200,0.013157894736842105,0.016058394160583942
586,722,0.01076555023923445,0.01018099547511313
586,803,0.005980861244019139,0.006501950585175554
586,560,0.0011961722488038277,0.0012135922330097084
586,632,0.01555023923444976,0.010416666666666666
586,407,0.0011961722488038277,7.535795026375284E-4
586,281,0.01076555023923445,0.007653061224489794
586,515,0.0011961722488038277,0.0010515247108307047
586,2,0.005980861244019139,0.003479471120389702
586,533,0.0023923444976076554,0.0014245014245014248
586,182,0.0035885167464114833,0.003978779840848809
586,866,0.013157894736842105,0.009812667261373772
586,398,0.0035885167464114833,0.0021897810218978104
586,245,0.02033492822966507,0.01356743814844374
586,740,0.0215311004784689,0.01789264413518888
586,434,0.0023923444976076554,0.0020387359836901127
586,254,0.004784688995215311,0.0026437541308658307
586,857,0.008373205741626795,0.005219985085756898
586,416,0.0035885167464114833,0.0031813361611877002
586,227,0.02631578947368421,0.028795811518324638
586,659,0.009569377990430622,0.009433962264150947
586,641,0.019138755980861243,0.012021036814425248
586,263,0.007177033492822967,0.005319148936170216
586,173,0.008373205741626795,0.006357856494096277
586,614,0.004784688995215311,0.0034217279726261774
586,389,0.005980861244019139,0.0031948881789137396
586,236,0.005980861244019139,0.004578754578754582
586,749,0.01555023923444976,0.013815090329436779
586,299,0.005980861244019139,0.005910165484633574
586,362,0.0023923444976076554,0.002036659877800409
586,308,0.009569377990430622,0.015968063872255498
586,821,0.0035885167464114833,0.002811621368322401
586,506,0.005980861244019139,0.004557885141294442
586,92,0.004784688995215311,0.0050125313283208035
586,11,0.0023923444976076554,0.0016949152542372885
586,371,0.0011961722488038277,0.0018181818181818186
586,704,0.0035885167464114833,0.002013422818791946
586,380,0.0035885167464114833,0.0019144862795149975
586,452,0.005980861244019139,0.007342143906020562
586,785,0.005980861244019139,0.005291005291005293
586,542,0.0011961722488038277,0.001219512195121952
586,893,0.0023923444976076554,0.002114164904862581
586,47,0.005980861244019139,0.0049261083743842365
586,56,0.007177033492822967,0.004411764705882354
586,650,0.0023923444976076554,0.00267379679144385
586,317,0.0011961722488038277,0.0010604453870625666
586,128,0.0023923444976076554,0.0016064257028112457
586,74,0.0023923444976076554,0.0031347962382445157
586,884,0.0011961722488038277,0.0010504201680672268
586,713,0.0035885167464114833,0.0033821871476888395
586,596,0.0023923444976076554,0.001396648044692738
586,794,0.0011961722488038277,0.0011286681715575622
586,488,0.0011961722488038277,8.795074758135446E-4
586,155,0.0011961722488038277,0.00107066381156317
586,38,0.0023923444976076554,0.0019305019305019314
586,677,0.0011961722488038277,7.936507936507942E-4
505,848,0.11378002528445007,0.10739856801909309
505,821,0.029077117572692796,0.021555763823805082
505,785,0.0037926675094816687,0.0031746031746031763
505,164,0.09608091024020228,0.06229508196721313
505,254,0.0037926675094816687,0.001982815598149373
505,839,0.0316055625790139,0.026737967914438523
505,803,0.11378002528445007,0.11703511053316
505,299,0.01643489254108723,0.015366430260047291
505,200,0.007585335018963337,0.008759124087591243
505,488,0.0025284450063211127,0.0017590149516270896
505,641,0.0025284450063211127,0.0015026296018031563
505,524,0.01390644753476612,0.006736068585425598
505,128,0.025284450063211124,0.01606425702811246
505,398,0.0316055625790139,0.018248175182481754
505,92,0.02654867256637168,0.02631578947368422
505,272,0.010113780025284451,0.013223140495867768
505,506,0.05056890012642225,0.03646308113035554
505,245,0.006321112515802781,0.003990422984836394
505,227,0.0025284450063211127,0.002617801047120422
505,560,0.02402022756005057,0.023058252427184466
505,326,0.006321112515802781,0.004659832246039145
505,893,0.006321112515802781,0.005285412262156453
505,857,0.02781289506953224,0.016405667412378824
505,74,0.02402022756005057,0.029780564263322904
505,407,0.006321112515802781,0.003767897513187642
505,317,0.0037926675094816687,0.0031813361611877002
505,686,0.0012642225031605564,8.438818565400846E-4
505,47,0.029077117572692796,0.022660098522167493
505,767,0.02654867256637168,0.020689655172413793
505,677,0.011378002528445006,0.00714285714285715
505,218,0.0050568900126422255,0.006172839506172846
505,533,0.0037926675094816687,0.0021367521367521374
505,443,0.02654867256637168,0.02857142857142859
505,722,0.03792667509481669,0.03393665158371043
505,83,0.010113780025284451,0.008928571428571433
505,596,0.0050568900126422255,0.0027932960893854763
505,812,0.0050568900126422255,0.003703703703703705
505,11,0.007585335018963337,0.005084745762711866
505,614,0.006321112515802781,0.004277159965782722
505,110,0.021491782553729456,0.013654618473895588
505,551,0.0025284450063211127,0.0044742729306487695
505,470,0.0025284450063211127,0.0032733224222585944
505,650,0.0050568900126422255,0.005347593582887701
505,146,0.0025284450063211127,0.0024420024420024433
505,389,0.0025284450063211127,0.0012779552715654961
505,695,0.0037926675094816687,0.002666666666666667
505,452,0.0025284450063211127,0.002936857562408225
505,182,0.0012642225031605564,0.0013262599469496034
505,515,0.007585335018963337,0.006309148264984229
505,371,0.0012642225031605564,0.001818181818181819
505,794,0.0037926675094816687,0.003386004514672687
505,713,0.0037926675094816687,0.00338218714768884
505,866,0.0025284450063211127,0.0017841213202497773
505,749,0.010113780025284451,0.008501594048884172
505,281,0.0037926675094816687,0.002551020408163265
505,659,0.006321112515802781,0.005896226415094343
505,731,0.0037926675094816687,0.0031948881789137396
505,308,0.0037926675094816687,0.005988023952095812
505,380,0.0012642225031605564,6.38162093171666E-4
505,335,0.0012642225031605564,9.310986964618259E-4
505,137,0.0025284450063211127,0.0020597322348094764
505,587,0.0012642225031605564,0.0011587485515643125
505,668,0.0037926675094816687,0.002788104089219332
505,461,0.0025284450063211127,0.001354096140825999
505,578,0.0037926675094816687,0.003973509933774837
505,875,0.0050568900126422255,0.0034393809114359438
505,569,0.0012642225031605564,9.671179883945848E-4
505,416,0.0012642225031605564,0.0010604453870625668
505,632,0.0012642225031605564,8.012820512820514E-4
505,884,0.0050568900126422255,0.004201680672268908
505,479,0.0012642225031605564,0.0015974440894568698
505,704,0.0025284450063211127,0.001342281879194631
505,2,0.0012642225031605564,6.958942240779406E-4
505,119,0.0012642225031605564,0.0014306151645207443
505,344,0.0012642225031605564,0.0011402508551881425
505,425,0.0025284450063211127,0.002134471718249735
505,155,0.0012642225031605564,0.0010706638115631703
505,623,0.0012642225031605564,7.423904974016334E-4
505,497,0.0012642225031605564,0.0012547051442910917
505,209,0.0012642225031605564,0.001574803149606299
505,362,0.0012642225031605564,0.0010183299389002047
676,524,0.031075697211155377,0.023882424984690755
676,740,0.0199203187250996,0.024850894632206782
676,389,0.12430278884462151,0.09968051118210869
676,380,0.013545816733067729,0.01084875558391832
676,614,0.04462151394422311,0.04790419161676649
676,677,0.012749003984063745,0.01269841269841271
676,479,0.01195219123505976,0.023961661341853048
676,515,0.00398406374501992,0.005257623554153524
676,407,0.05258964143426295,0.04973624717407688
676,623,0.006374501992031873,0.0059391239792130675
676,506,0.019123505976095617,0.02187784867821332
676,704,0.0398406374501992,0.03355704697986577
676,713,0.010358565737051793,0.014656144306651641
676,839,0.006374501992031873,0.008556149732620328
676,596,0.014342629482071713,0.012569832402234643
676,695,0.06374501992031872,0.07111111111111111
676,605,7.968127490039841E-4,0.0012484394506866421
676,812,0.04860557768924303,0.056481481481481494
676,803,0.002390438247011952,0.003901170351105333
676,11,0.030278884462151396,0.03220338983050849
676,425,0.022310756972111555,0.02988260405549629
676,587,7.968127490039841E-4,0.0011587485515643125
676,749,0.00398406374501992,0.005313496280552608
676,92,0.01752988047808765,0.02756892230576442
676,461,0.020717131474103586,0.01760324983073799
676,767,0.02151394422310757,0.026600985221674874
676,164,0.0031872509960159364,0.003278688524590165
676,488,0.008764940239043825,0.009674582233948991
676,101,7.968127490039841E-4,0.0013642564802182821
676,884,0.009561752988047808,0.012605042016806725
676,497,0.020717131474103586,0.03262233375156839
676,632,0.010358565737051793,0.010416666666666668
676,236,0.022310756972111555,0.02564102564102566
676,668,0.015139442231075698,0.01765799256505577
676,209,0.005577689243027889,0.011023622047244093
676,65,0.00796812749003984,0.011037527593818992
676,416,0.014342629482071713,0.0190880169671262
676,335,0.014342629482071713,0.016759776536312866
676,875,0.002390438247011952,0.0025795356835769576
676,317,0.012749003984063745,0.01696712619300107
676,47,0.013545816733067729,0.016748768472906402
676,362,0.00398406374501992,0.005091649694501023
676,263,0.0031872509960159364,0.003546099290780145
676,128,0.02549800796812749,0.025702811244979935
676,245,0.002390438247011952,0.002394253790901837
676,83,0.00398406374501992,0.005580357142857146
676,731,0.006374501992031873,0.008519701810436639
676,533,0.015139442231075698,0.013532763532763536
676,641,7.968127490039841E-4,7.513148009015781E-4
676,254,0.018326693227091632,0.015201586252478526
676,650,0.0031872509960159364,0.005347593582887701
676,227,0.0015936254980079682,0.002617801047120422
676,56,0.007171314741035857,0.006617647058823531
676,866,0.007171314741035857,0.008028545941123998
676,326,0.008764940239043825,0.01025163094128612
676,857,0.002390438247011952,0.002237136465324385
676,272,0.002390438247011952,0.004958677685950413
676,191,0.0031872509960159364,0.0038610038610038633
676,281,0.00398406374501992,0.004251700680272108
676,776,0.004780876494023904,0.0052585451358457495
676,290,0.0031872509960159364,0.006908462867012091
676,173,0.00398406374501992,0.004541326067211627
676,542,0.0015936254980079682,0.0024390243902439046
676,353,0.010358565737051793,0.01059494702526488
676,398,0.010358565737051793,0.009489051094890512
676,794,7.968127490039841E-4,0.0011286681715575624
676,551,0.00398406374501992,0.011185682326621923
676,218,0.0015936254980079682,0.003086419753086423
676,758,0.007171314741035857,0.006976744186046514
676,830,0.006374501992031873,0.011527377521613848
676,200,0.0015936254980079682,0.002919708029197081
676,146,7.968127490039841E-4,0.0012210012210012217
676,686,0.0015936254980079682,0.0016877637130801692
676,434,0.004780876494023904,0.006116207951070339
676,119,7.968127490039841E-4,0.0014306151645207443
676,470,0.0015936254980079682,0.0032733224222585944
676,785,0.002390438247011952,0.0031746031746031763
676,74,0.0015936254980079682,0.003134796238244516
676,578,0.00398406374501992,0.006622516556291394
676,299,7.968127490039841E-4,0.001182033096926715
676,20,7.968127490039841E-4,0.001557632398753895
361,290,0.0020964360587002098,0.005181347150259068
361,776,0.0020964360587002098,0.0026292725679228747
361,398,0.0069881201956673656,0.007299270072992702
361,389,0.03214535290006988,0.02939297124600641
361,101,0.02236198462613557,0.04365620736698502
361,380,0.03843466107617051,0.035098915124441625
361,668,0.013976240391334731,0.018587360594795547
361,506,0.020964360587002098,0.027347310847766655
361,488,0.009783368273934312,0.012313104661389625
361,533,0.0992313067784766,0.10113960113960116
361,353,0.03284416491963662,0.038304808475957644
361,857,0.033542976939203356,0.03579418344519016
361,56,0.039832285115303984,0.04191176470588236
361,893,0.0020964360587002098,0.003171247357293872
361,2,0.1278825995807128,0.1273486430062631
361,641,0.03284416491963662,0.03531179564237417
361,542,0.0069881201956673656,0.012195121951219521
361,92,6.988120195667365E-4,0.0012531328320802009
361,524,0.04332634521313766,0.037966932026944275
361,155,0.009084556254367574,0.013918629550321212
361,695,0.0041928721174004195,0.005333333333333334
361,515,0.0034940600978336828,0.005257623554153524
361,839,0.011879804332634521,0.01818181818181819
361,596,0.01816911250873515,0.01815642458100559
361,254,0.015373864430468204,0.014540647719762068
361,65,0.01607267645003494,0.025386313465783683
361,74,0.016771488469601678,0.03761755485893419
361,884,0.012578616352201259,0.018907563025210086
361,821,0.017470300489168415,0.023430178069353345
361,704,0.010482180293501049,0.010067114093959733
361,362,0.023759608665269043,0.03462321792260695
361,632,0.012578616352201259,0.014423076923076924
361,110,0.03773584905660377,0.04337349397590363
361,38,0.013277428371767994,0.018339768339768348
361,677,0.016771488469601678,0.019047619047619063
361,227,0.0020964360587002098,0.003926701570680632
361,137,0.017470300489168415,0.025746652935118453
361,623,0.011879804332634521,0.012620638455827766
361,425,0.009084556254367574,0.013874066168623274
361,785,0.0034940600978336828,0.005291005291005294
361,407,0.0069881201956673656,0.007535795026375284
361,263,0.0069881201956673656,0.008865248226950362
361,218,0.006289308176100629,0.013888888888888904
361,461,0.0034940600978336828,0.0033852403520649977
361,20,0.0020964360587002098,0.0046728971962616845
361,146,0.005590496156533892,0.009768009768009771
361,128,0.02236198462613557,0.02570281124497993
361,452,0.002795248078266946,0.0058737151248164495
361,299,6.988120195667365E-4,0.0011820330969267148
361,47,0.0041928721174004195,0.005911330049261084
361,767,0.011879804332634521,0.016748768472906402
361,191,0.0034940600978336828,0.004826254826254829
361,236,0.007686932215234102,0.010073260073260079
361,605,0.0034940600978336828,0.006242197253433211
361,326,0.002795248078266946,0.0037278657968313157
361,713,0.002795248078266946,0.004509582863585119
361,848,0.0020964360587002098,0.003579952267303103
361,812,0.0041928721174004195,0.0055555555555555575
361,479,0.0020964360587002098,0.004792332268370609
361,83,0.004891684136967156,0.007812500000000003
361,416,0.001397624039133473,0.002120890774125133
361,722,0.0020964360587002098,0.0033936651583710434
361,866,0.007686932215234102,0.009812667261373772
361,758,0.004891684136967156,0.005426356589147288
361,875,6.988120195667365E-4,8.598452278589858E-4
361,11,0.004891684136967156,0.0059322033898305095
361,335,0.002795248078266946,0.0037243947858473033
361,740,0.0020964360587002098,0.002982107355864814
